epoch,time,train_loss,test_loss
1,22.295146799995564,0.9990594193837029,
2,66.37602209998295,0.9990568888796336,
3,89.33520499998122,0.9990573835747649,
4,108.73412059998373,0.9990583706815491,
5,132.48006139998324,0.9990560585717086,0.9598476886749268
6,152.6176337999932,0.999059493977335,
7,172.6622509000008,0.9990632760032924,
8,192.76786649998394,0.9990550969344928,
9,212.5362172999885,0.9990588319442127,
10,235.52426549998927,0.9990575280779705,0.9598476886749268
11,256.14854219998233,0.9990561538922997,
12,276.2521010999917,0.9990573780124454,
13,295.6681565999752,0.9990583263586452,
14,315.29296059999615,0.9990630855963132,
15,338.9759456999891,0.9990587896120338,0.9598476886749268
16,359.1023399999831,0.9990567203120773,
17,379.3942882999836,0.9990562604546313,
18,399.69325579999713,0.9990567159793232,
19,419.90196819999255,0.9990563567705848,
20,443.84164279999095,0.9990547915924275,0.9598476886749268
21,463.90364399997634,0.9990603220603321,
22,483.7767633999756,0.9990592283912164,
23,503.5998225999938,0.9990588993946555,
24,523.4270385999989,0.9990558048713887,
25,546.5673567999911,0.9990580764641228,0.959847629070282
26,566.4682617999788,0.9990585487928747,
27,586.3913657999947,0.999057614791604,
28,606.5984164999973,0.9990592221848389,
29,626.4942343999865,0.9990593322602143,
30,650.002660899976,0.9990557437444249,0.9598476886749268
31,669.398122499988,0.9990579409191791,
32,688.9634934999922,0.9990570536413923,
33,708.8318217999768,0.9990582594937097,
34,727.9127728999883,0.9990573287127295,
35,750.0602002999804,0.9990568181503499,0.9598476886749268
36,769.2566000999941,0.9990571700987975,
37,788.23175549999,0.9990562182981045,
38,807.3373326000001,0.9990548498504054,
39,826.3768274999748,0.9990568634686161,
40,848.3526523999753,0.9990561746778095,0.9598476886749268
41,867.6303945999825,0.9990572863219997,
42,886.9221838999947,0.999056910836158,
43,905.9074027999886,0.9990571856147414,
44,924.9961575999914,0.9990548446393903,
45,947.209357499989,0.9990576441255206,0.9598475098609924
46,966.186799499992,0.9990569840831232,
47,985.3992198999913,0.9990568532807887,
48,1004.4048416999867,0.9990560797085228,
49,1023.2665281999798,0.9990564463532041,
50,1045.1721370999876,0.9990578637493148,0.9598475098609924
