epoch,time,train_loss,test_loss
1,6.252585700014606,0.0029681995802093297,
2,12.40712510002777,0.0029681368978344835,
3,18.725111300009303,0.0029681135565624572,
4,25.016065999981947,0.002968057135149138,
5,32.42161040002247,0.002968018892715918,0.002855069935321808
6,38.5954236999969,0.0029679984363610856,
7,44.765686800004914,0.0029679828949156217,
8,50.976952099998016,0.0029679990257136524,
9,57.13556580001023,0.0029680846200790256,
10,64.56448010000167,0.002968024356960086,0.002855006605386734
11,70.7373038000078,0.0029680142470169812,
12,76.87767100002384,0.002968153374240501,
13,83.08545210002922,0.0029679263425350655,
14,89.25047560001258,0.0029680233710678294,
15,96.6811198000214,0.002967888918647077,0.002854954916983843
16,102.86488920002012,0.0029679351355298422,
17,109.12575840001227,0.0029679040926566813,
18,115.26109510002425,0.0029678491191589274,
19,121.39934090001043,0.002967865970276762,
20,128.80042129999492,0.0029678877945116255,0.002854914404451847
21,134.9678837999818,0.002967867963889148,
22,141.16903310001362,0.002967835040180944,
23,147.5264394999831,0.0029678693754249252,
24,153.7009499000269,0.002967925520351855,
25,161.16692639997927,0.002967793156130938,0.002854883437976241
26,167.36487260001013,0.0029678203391085844,
27,173.56315910001285,0.0029677832026209217,
28,179.80046420003055,0.0029678245009563398,
29,185.94675380003173,0.002967840129713295,
30,193.3628994000028,0.002967801938211778,0.002854862017557025
31,199.55513860000065,0.002967904172692215,
32,205.90561600000365,0.0029677612765226513,
33,212.13487860001624,0.002967821514175739,
34,218.3091019000276,0.0029677862257813103,
35,225.76335219998145,0.0029677650309167802,0.0028548482805490494
36,231.9572191000334,0.0029679515755560715,
37,238.1512548000319,0.0029678262035304215,
38,244.30789070000174,0.0029679264407604933,
39,250.4673965999973,0.0029678186547243968,
40,257.89965829998255,0.0029678303289983887,0.002854840597137809
41,264.24141660000896,0.0029678182800125796,
42,270.57456169999205,0.0029677735110453796,
43,276.82873290003045,0.0029678139399038628,
44,283.01848040003097,0.0029677953170903493,
45,290.81997710000724,0.002967820833873702,0.0028548373375087976
46,297.061695899989,0.002967756136058597,
47,303.22520169999916,0.0029677481106773484,
48,310.0186280999915,0.0029677764723601285,
49,316.5053388000233,0.002967794225696707,
50,324.0787873999798,0.002967797227029223,0.0028548373375087976
