epoch,time,train_loss,test_loss
1,6.874316700006602,0.9998586340413963,
2,13.679716999991797,0.9997899748560917,
3,30.967087299999548,0.9997536478808776,
4,51.273552800004836,0.9996931324863145,
5,77.48172229999909,0.9996246600748195,0.9598507285118103
6,100.26579740000307,0.9995622804964936,
7,122.79432049999014,0.9995056898039859,
8,144.7848912999907,0.9994513858724872,
9,153.6442618999863,0.9994030382653009,
10,161.84841010000673,0.9993590327893912,0.9598017930984497
11,168.9060548999987,0.9993152728757768,
12,175.91235480000614,0.9992708800941386,
13,182.87182999998913,0.9992268507135674,
14,189.8843197999813,0.9991847049865511,
15,198.0115225999907,0.9991429316827,0.9596395492553711
16,205.0304639999813,0.9991013359910768,
17,212.03110210000887,0.9990603770758848,
18,219.2481689999986,0.9990202166539218,
19,226.57160809999914,0.9989811978488874,
20,234.93911320000188,0.9989437205601088,0.9594282507896423
21,241.90979139998672,0.9989080066619564,
22,248.84822089999216,0.9988740426123417,
23,255.776964699995,0.9988416963229714,
24,262.70359009999083,0.9988108082322515,
25,278.29682749998756,0.9987812321153848,0.9592662453651428
26,300.95498789998237,0.9987528721791923,
27,323.2160915999848,0.9987256902845122,
28,345.09732420000364,0.9986996717583646,
29,367.2158500000078,0.9986748493272245,
30,385.47502419998636,0.9986512642174947,0.9591575860977173
31,407.12309690000257,0.9986289647799815,
32,426.35692809999455,0.998607996075819,
33,433.36448210000526,0.9985884012620089,
34,440.43842789999326,0.9985702109541715,
35,448.57663820000016,0.9985534438395589,0.9590651988983154
36,465.585700799973,0.9985381122907415,
37,472.9546745000116,0.998524211320637,
38,480.18640259999665,0.9985117087185028,
39,487.1492591999995,0.9985005642164402,
40,495.33389649997116,0.9984907208478362,0.9589842557907104
41,502.30068559999927,0.9984821159129365,
42,509.233545199997,0.9984746756477026,
43,516.2467263000144,0.9984683355011801,
44,523.214239599969,0.9984630380847281,
45,531.4358011000149,0.99845871491681,0.9589383602142334
46,538.4872893999855,0.9984552884265528,
47,545.4518970999925,0.9984527003691,
48,552.5909354000178,0.9984508513003737,
49,559.5563737000048,0.9984496526481632,
50,567.797873500007,0.9984490086335958,0.9589300751686096
